count,transcriptConsumer,classification,category,labels,transcriptConsumer_en,label,score
5,"שלום
ערב מעולה
יש סייעת?",0.0,not relevant,0,"Hello
Excellent evening
Is there an assistant?",not relevant,0.7907600998878479
4,"מישהו כאן?
כן
??",0.0,not relevant,0,"anyone here?
Yes
??",not relevant,0.7913947105407715
31,"היי שבת שלום
כן
היי
היי
תודה על הזמינות
רציתי לשאול לגבי חולצות שבעבר מכרתם
במידה וקיימות


זה כתובת שלכם
פשוט לפני עשור
אם אפשרי לברר אשמח[
תודה רבה
לא, תודה",0.0,not relevant,0,"Hi, good shabbos
Yes
Hey
Hey
Thanks for the availability
I wanted to ask about shirts that you previously sold
If they exist


This is your address
Just a decade ago
If it is possible to find out I would be happy [
Thank you
No thanks",not relevant,0.8213958740234375
10,"שלום רב, האם יש לינק שאפשר לתרום לכם דרכו?
כן",0.0,not relevant,0,"Hello, is there a link through which you can donate?
Yes",not relevant,0.8152235746383667
13,"היי אשמח להתייעץ בנוגע לעיניינים משפטים והגשת תלונה בנוגע לפגיעה מינית שעברתי
כן",2.0,Information,2,"Hi, I would be happy to consult regarding legal matters, filing a complaint regarding a sexual assault I experienced
Yes",not relevant,0.739446759223938
4,"היי
יש כאן מישהי?",0.0,not relevant,0,"Hey
is there anyone here",not relevant,0.7134283185005188
2,"?
כן",0.0,not relevant,0,"?
Yes",not relevant,0.8748552203178406
10,"ראיתי את זה בפייסבוק....
אני צריכה עזרה
בהתקף חרדה
כן",0.0,not relevant,0,"I saw it on Facebook.
I need help
in an anxiety attack
Yes",not relevant,0.7106822729110718
2,"הי
כן",0.0,not relevant,0,"Hi
Yes",not relevant,0.8387110233306885
1,היי,0.0,not relevant,0,Hey,not relevant,0.8911800980567932
174,"אני סובל נורא
אני עובר תקופה קשה והרוכה
ועוברות לי מחשבות לסיים את הסבל הזה (אי לא מסוכן לעצמי)
כן אני מיואש וחושב לא בהיגיון
בקושי ישן ושישן זו שינה לא טובה
אם אני רוצה לישון טוב אני צריך לקחת כדורים חזקים ואז אני לא מתעורר בבוקר
מאז שהטראומה התפרצה אצלי אני מתמודד עם טראומה מורכבת וזה ממש לא קל
התחלפה לי עוסית ועכשיו היא לומדת אותי
ועכשיו זה ממש לא זמן ללמוד אותי כי עכשיו אני לא במצב
נכון זה קשה במיוחד שכל החיים קורסים
כן
אני חייב לצאת מהמצב שלי אני בדיכאון וחרדות
וכל זה ביגלל העבודה
כן התפטרתי ואני צריך לתת לו שבועיים ונשאר עוד שבוע
אני שם 8 חודשים ואני סובל שם מהיטם הראשון
כן
אני מציל וזו עבודה שעושה לי רע והרגשה של בדידות
מצאתי עבודה אני מקווה שאסתדר שם
כן אני לא יודע איך אנשים יכולים לעבוד בכזאת עבודה
לא אני החלטתי שאני לא יכול להיות מציל
אז אני העבוד נהג משלוחים של קייטרינג מקווה שהיא עבודה יותר טובה
כן וגם על הכביש יותר טוב לי שם
מקווה",1.0,Emotional Assistance,1,"I suffer terribly
I am going through a difficult and long period
And thoughts cross my mind to end this suffering (it's not dangerous for me)
Yes, I am discouraged and think irrationally
Hardly sleeping and sleeping is not good sleep
If I want to sleep well I have to take strong pills and then I don't wake up in the morning
Since the trauma erupted in me, I have been dealing with complex trauma and it is really not easy
I had a new teacher and now she is studying me
And now is really not the time to study me because now I'm not in a position
It's true, it's especially hard when the whole life collapses
Yes
I have to get out of my situation I'm depressed and anxious
And all this because of work
Yes, I resigned and I have to give him two weeks and there is one more week left
I've been there for 8 months and I'm suffering from the first hit there
Yes
I save and this one A job that makes me sick and a feeling of loneliness
I found a job, I hope I will manage there
Yes, I don't know how people can work in such a job
I didn't decide I couldn't be a lifeguard
So I work as a catering delivery driver, I hope it's a better job
Yes, and on the road I'm better there
hope",not relevant,0.5741972327232361
629,"אהלן
מה איתך
קמתי
בסדר גמור תודה
היי
אני ערה
בדיוק הלכתי לקיוסק לשבת סיגריה עם חברה
והעובד שלה בשוןארמה
היא חברה טובה
שיתפתי אותה גם
יש לי התקף פוסט טראומה כי הדחקתי שש שנים כמעט אחרי האונס שלי
עם עישון אובססיבי של קקנאביס רפואי
שזה היה מוחלש לי בעקבות זה ואז הפסקתי נגמלתי בבת אחת ומהר חזרתי לזה שובב ועכשיו כמעט 3 שבועות אני לא מעשנת יותר
בדיוק
כן
רואה רופאה שלי בראשון במהריים
צהריים
פסכיאטרית
הוסיפה לי חצי כדור של תרופה שמייצבת אותי שנים
היום בערב
ציפרקסה
הרגיע את הםלאשבקים והפחדים
ואפילו צחקתי מקודם איתה עם החברה
דיברנו על בנים
ריכלנו
חחח
אחותה היא חברה הכי טובה שלי
מכירה אותן 7 שנים כבר מאז שפתחו פה בשכונה שלי את העסק
הם נאמנים שם

עוזרת לי להרגע תמיד המשפחה הזאת הם טורקים כמו שסבא שלי
ואוהבים אותי מאוד קשורים אלי

זה אח שלה הגדול הקליט לי עכשיו
מאוד חמוד ועוזר הוא נשוי עם שלושה ילדים וחזר בתשובה
יש שתי אחיות שהן חברות נפש
ואח שמנהל את השווארמה
מאוד עוזרים לי עם ההתקפה
מכילים אותי
את הבעיןת שחזרו לי למוח
העביר אותי הרופא קנאביס לשמן סיבי די
1 אחוז ממסטל ו20 אחוז סיבי די
עוזר מאוד לתסמינים ותרפיוטי עסורי
עסורי
עבורי
מצטערת על זה שאני כותבת הרבה
ההקלדה משחררת את הפאניקה לפעמים אצלי
זה די מוזר ולא כולם יודעים איך להכיל את זה והם תופסים מרחק ועוזבים אותי בסוף
נכון
זה בגלל ההתקף לדעתי יש גם דיבור מןגזם כל הזמן
בלי לעצור לנשום באמצע אפילו
בראשון יהיה לי עוד תמיכה ועזרה
מהמטפלת הרופאה
נכון וכועסים עלי ההורים הפ לא מבינים
אני חייבת עזרה
קשה. לי להכיל את עצמי
אני לא אוהבת את עדן את עצמי
לא מקבלת אותה
שונאת אותה גם
על זה שהיא גרמה לעצמה להיאנס
ומאשימה אותה יום יופ
בוקר ערב לילה
אני כן
את יודעת למה?
אני הרשתי לעצמי להכנס לאוטו של בחור זר
הוא היה חתיך גם
ולא היה בי פחד ממנו בהתחלה
עד שגרם לי לדמם
ומאז כל פעם שרואה דם
אני נזכרת
במה שהיה
גם במחזור שלי
שהוא עכשיו
כבר שבוע
נזכרת באז איך ירד לי דם מאותו מקום ומהמקום השני
בגרון שלי היו כאבים חזקים אחרי
ושחררו אותו
היה בקבע בצבע נתנו לו פרוטקציה להשתחרר מהר
כל שניה
מהיום שלי
ומחיי
היה קשה לה לשמוע את זה
אני חושבת
סיפרתי לה מה שכתבתי לך
ואחרי שתי דקות היא התרחקה ממני פתאום
את מבינה?
כל מי שאני אוהבת יעזוב אותי בסוף
בגלל שהם לא כמוך הם לא מבינים את המצב ולא מכירים מחלה כזאת
לא ראו מישהי כזאת מוזרה עוד ולא יודעים איך לאכול את הסיפורים האלה
אני רוצה שאנשים ידברו איתי
בינתיים הם תופסים ספייס רק
קשהלי לחיות אכה
במיוחד שאנשים שאניי קשורה אליהם שנים
היום ידיד טוב ניתק קשר
וחסמתי אותו

מהבת דודה שלי בניויורק
קיבלתי אותה ממנה ליום הולדת ב19 למאי
היה לי 25.6
25.5
יום הולדצ
חגגתי איתה בניויורק
ועם דוד שלי שגר באיילנד
ואבא לקח
היה רעש נוראי של אוםנוע
ונכנסתי להתקפת חרדה נוראית
וצרחתי
מפחד
והדופק 130
129
לא יורד
אני משועת
משוגעת
מה קורה לי?
לא נושמת
לא יכולה להגניס אויר
כ
אני. בקיוסק
עם חברה
יש לי שעון אפל
שמחשב דופק
119
קשה לי לנשום
לא יכולה
קשוח לי
מפחדת מהרעש שהיה
זה לא צריך לקרות איזה בנדוד נסע והרעיש לי באוזן
איך ידעת?
לא
ולא אכפת לה ממני
אני תמיד הייתי מפחדת
אבל אף פעם לא צרחתי מהפחד
הייתי מדחיקה אותו עם עישון אובססיבי
תמיד
ברגע שקרה משהו עישנתי
ואין לאן לברוח עכשיו יותר
מהסטרס דיסאורדר
היא במוח שלי נמצאת
נדפק המוח שלי
לתמיד
כרגע כן
שומעת שיר
באזניות שלי
לגמרי


חברה הזמינה אותי לחמשוש
עוזר הקור
להירגע
כן


יש
אפשרות לשוחח
לא ראיתי תהודעה סורי
שמעתי עכשיו מדודה שלי
שגם אלה לי עברה תקיפה
ושמתי שיר שלה ורוד מבריק עם אביב גפן
יפה ממש דווקא
ואני. אף פעם לא שומעצ בעברית
כי אמריקאית",1.0,Emotional Assistance,1,"Hello
What about you
I got up
OK thank you
Hey
I'm awake
I just went to the kiosk to have a cigarette with a friend
and her employee at Shonarama
She is a good friend
I shared it too
I have PTSD because I repressed for almost six years after my rape
with obsessive smoking of medical cannabis
that I was weakened by it and then I stopped I quit at once and quickly went back to being playful and now for almost 3 weeks I don't smoke anymore
exactly
Yes
I see my doctor in Rishon Maharaiim
noon
Psychiatrist
She gave me half a pill of a medicine that stabilizes me for years
tonight
Cypraxa
Calm them down and the fears
And I even laughed earlier with her with the girlfriend
We talked about boys
We gossiped
lol
Her sister is my best friend
I have known them for 7 years already who opened the business here in my neighborhood
They are loyal there

Always helps me to relax. This family is Turkish like my grandfather
And love me very much attached to me

It's her older brother recording me now
Very cute and helpful, he is married with three children and has repented
There are two sisters who are best friends
And a brother who manages the shawarma
They help me a lot with the attack
contain me
You are the one that came back to my mind
The cannabis doctor switched me to fiber oil
1 percent of mestel and 20 percent of fiber
Very helpful for symptoms and therapeutic for constipation
Busy
for me
Sorry for writing a lot
Typing relieves the panic in me sometimes
It's quite strange and not everyone knows how to contain it and they distance themselves and leave me in the end
Right
It's because of the fit to know Y There is also talk from Mangazam all the time
without even stopping to breathe in the middle
In the first I will have more support and help
from the attending physician
True, and the parents are angry with me, but they don't understand
i need help
Hard. for me to contain myself
I don't like Eden myself
I don't accept it
Hate her too
That she caused herself to be raped
And blames her Yom Yup
morning evening night
I am
You know why?
I allowed myself to get into a stranger's car
He was handsome too
And I was not afraid of him at first
Until he made me bleed
And since then every time I see blood
I remember
in what was
Also on my period
which is now
It's been a week
Do you remember how I bled from that place and from the other place
My throat was in severe pain afterwards
and let him go
It was permanently in the color we gave to and protection to release quickly
every second
from my day
and my life
It was hard for her to hear that
I think
I told her what I wrote you
And after two minutes she suddenly walked away from me
You know?
Everyone I love will leave me in the end
Because they are not like you, they do not understand the situation and do not know such a disease
They haven't seen someone so strange yet and don't know how to eat these stories
I want people to talk to me
In the meantime they only catch Spice
It's hard to live like this
Especially with people I've been connected to for years
Today a good friend broke up
And I blocked him

From my cousin in New York
I got it from her for my birthday on May 19
I had 25.6
25.5
Holdec Day
I celebrated with her in New York
And with my uncle who lives in the island
And father took
There was a noise And a mirror of a motorcycle
And I went into a terrible anxiety attack
And I screamed
Afraid
And the heart rate is 130
129
does not go down
I'm crazy
crazy
what is happening to me
not breathing
Can't hold air
about
I am. at the kiosk
with a girlfriend
I have an Apple Watch
that a computer beats
119
it's hard for me to breathe
Can not
tough for me
Afraid of the noise there was
It shouldn't happen. Some tramp drove up and made noise in my ear
how did you know?
No
And she doesn't care about me
I was always afraid
But I never screamed out of fear
I would repress him with obsessive smoking
Always
As soon as something happened I smoked
And there is nowhere to run now anymore
From stress disorder
She is in my mind
My mind is blown
forever
As of now, yes
listening to a song
in my headphones
Completely


A friend invited me for five
The cold helper
to settle down
Yes


there is
Option to And haha
I didn't see a Syrian message
I just heard from my aunt
I was attacked too
And I put a song of hers bright pink with spring vine
Really beautiful indeed
and me I never hear Hebrew
Because American",,
9,"הי
הי
אני צכה לדבר
קשה לי להרגיש ככה",0.0,not relevant,0,"Hi
Hi
I need to talk
It's hard for me to feel that way",not relevant,0.7299851179122925
98,"אוקי
היי
אין לי מוסג איך לעשות את זה אבל אני רוצה לפרוק
אוקי
אז ככה
עברתי חוויה לא נעימה למשך 2 וחצי שנים +- מאח
וזה קצת מעיק עליי
זה באמת מורכב לי
אבל אני מרגישה שאני מתמסכנת סתם
כי תכלס אני לא הראשונה שעברה את זה
ואען לי ברירה אלה להמשיך לחיות כי אני לא יעצור תחיים שלי בגלל זה
אבל זה לא עוזר זה רודף אותי
נכון ומה יעזור לי לשחרר?
שמתפתי עם הרבה וזה תקוע חזק
אשמח
אבל אני מפחדת להסתבך
כן
אני מפחדת שתגלו למשטרנ
15
אוקי תודה
כן
0546370949
דתית
מוריה
סבבה",1.0,Emotional Assistance,1,"Ok
Hey
I have no idea how to do it but I want to vent
Ok
So
I went through an unpleasant experience for 2 and a half years +- from a brother
And it bothers me a bit
It's really complex for me
But I feel like I'm just putting myself at risk
Because I'm not the first to go through this
And I have no choice but to continue living because I will not stop my life because of this
But it doesn't help, it haunts me
True and what will help me to let go?
I've been tempted with a lot and it's stuck tight
I'd be happy
But I'm afraid to get involved
Yes
I'm afraid you'll find out to the police
15
Ok thank you
Yes
0546370949
religious
Moriah
Good",not relevant,0.6046568155288696
92,"היי
היי. רוצה לשתף שבגיל 6 עברתי פגיעה מינית. ילדים נגעו בי
האם חוויה כזאת יכולה לגרום להפרעה נפשית?  אני מתמודדת עם סכיזופרניה ותוהה אם יש קשר למה שעברתי בגיל 6
הבנתי.
אין לי גם זיכרונות ממה שקרה, רק אחרי שעברתי טיפול יש לי זיכרון שניסו לגעת בי ואני סירבתי
לא יודעת אם לקרוא לזה טיפול.  אני פשוט נתתי להם לגעת בי וההורים שלי שלחו אותי לטיפול שבעקבותיו הייתי מודעת שזה לא תקין שנוגעים באיבר מיני
37
לצערי לא. אני מתמודדת נפש וחיה על תרופות פסיכיאטריות.  חיה על קצבת נכות בלבד.
תודה",1.0,Emotional Assistance,1,"Hey
Hey. I want to share that at the age of 6 I was sexually assaulted. Children touched me
Can such an experience cause a mental disorder? I'm dealing with schizophrenia and wonder if it has anything to do with what I went through at the age of 6
I realised.
I also have no memories of what happened, only after I was treated do I have a memory that they tried to touch me and I refused
I don't know whether to call it therapy. I just let them touch me and my parents sent me for treatment, after which I was aware that it is not normal to touch a sexual organ
37
Unfortunately, no. I am struggling and living on psychiatric drugs. Living on a disability pension only.
Thanks",not relevant,0.7747073173522949
80,"הי
??
?
ערב טוב
לא
לא טוב
לא תוכלי
איך?
זה הבעיה
שאין משהו
אלואי והיה משהו
אני צכה עזרה
אני אפילו את זה לא יודעת
לא להיות יותר
אני לא רוצה יותר

אף אחד לא יבין
אותי
אני רוצה למות
לא
א פה
תעזרי לי
לאדעת
כלום
אין לי בכלל איפה להיות
בחוץ
אין לי כוח
אני צכה עזרה
קשה לי להסביר ככה
בהודעות
איך
את פה
וכלי להיות פה
לעזור לי
אפשר?
תעזרי לח
תקלי עלי קצת",1.0,Emotional Assistance,1,"Hi
??
?
good evening
No
Not good
You won't be able to
how?
That's the problem
that there is nothing
Hello, and there was something
I'm waiting for help
I don't even know that
not to be anymore
I don't want anymore

No one will understand
me
I want to die
No
here
help me
to know
is nothing
I have nowhere to be at all
outside
I have no power
I'm waiting for help
It's hard for me to explain like that
in messages
how
are you here
And I want to be here
help me
Is it possible?
Help me
Go easy on me",Emotional Assistance,0.6224295496940613
18,"שלום
כן
הי
זאת עדן
Hi
https://music.apple.com/il/album/ill-always-remember-you/721212246?i=721212362
שומעת שיר שעוזר לי
להתגבר
להמשיך הלאה
כלכך עוזר.
הייי

עייפה",1.0,Emotional Assistance,1,"Hello
Yes
Hi
This is Eden
Hi
https://music.apple.com/il/album/ill-always-remember-you/721212246?i=721212362
I hear a song that helps me
overcome
Move on
so helpful
hey

tired",not relevant,0.845840334892273
2,"הי
כן",0.0,not relevant,0,"Hi
Yes",not relevant,0.8387110233306885
94,"
כן
האקס שלי צילם אותי מצלמות הבטחה בעירום אפילו שבפרוש אמרתי לו שלא יצלם אותי אתמול הוא אמר לחברה שלי כי לא הכניסו אותו לאן שאני עובדת כדאי להילה לעזוב את אילת כמה שיותר מהר
צילמתי פטלפון את אחד הסרטונים שצילם ניסיתי למחוק אבל כמו שאני מכירה אותו יש גיבוי הוא אמר לי מה נראה לך עים הייתי רוצה לגבות את זה הייתי לוקח דיסק און קי ודוחף את זה לתחת
כן אני לא יודעת מה לעשות עם להגיש תלונה אני  מפחדת שהוא יפיץ את זה
לא יסירו מאצלו
סגור תודה רבה
תודה רבה ",2.0,Information,2,"Yes
My ex filmed me with security cameras naked, even though I told him not to film me yesterday, he told my girlfriend that because they didn't let him in where I work, Hila should leave Eilat as soon as possible
I took one of the videos he took with my phone, I tried to delete it, but as I know him, there is a backup, he told me what do you think, I would like to back it up, I would take a flash drive and shove it up my ass
Yes, I don't know what to do with filing a complaint, I'm afraid he will spread it
They will not be removed from him
closed thank you very much
Thank you",not relevant,0.6018136143684387
37,"זה לא ממש טוב שהם יודעים כי זה לא שינה הרבה ,בכלל לא הרבה
ברור
ששיתפתי לא היתה את העזרה הנכונה לי אז הרמתי ידיים....
תודה
כן
נהדר
סורדת
שורדת*
ניסיון של שנתיים 
בכלל
אני יכולה עכשיו",1.0,Emotional Assistance,1,"It's not really good that they know because it didn't change much, not much at all
Obviously
What I shared was not the right help for me, so I raised my hands....
Thanks
Yes
magnificent
disobedient
survive*
Two years experience
at all
i can now",not relevant,0.7816268801689148
97,"אח שלי בן 10 עובר יש לו בעיות חברתיות בכתה וגם מתעללים ומרביצים לו שם לאחרונה שמתי לב שהוא מתחיל להתנהג בצורה קצת בוטה לגיל שלו כמו שהוא הכניס את האצבע שלו לתוך הפה של אח שלי בן ה8 ואמר לו שזה כאילו שהוא מכניס לו את הז*ן (הוא אמר את זה בצורה יותר נימוסית כי הוא דתי) ואז צחק סתם דוגמה מהיום ואני בדקתי קצת על זה באינטרנט וגיליתי שזה גם אחד התסמינים להטרדה מינית ואני בן 14 ההורים שלי לא עושים כלום ואני מיתבייש לגשת אלהם להגיד להם אם אפשר איזה עצה אני אשמח
?",1.0,Emotional Assistance,1,"My 10 year old brother goes through with social problems in his class and he is also being abused and beaten there recently I noticed that he is starting to behave a bit rudely for his age like he put his finger in my 8 year old brother's mouth and told him it was like he was putting his dick in (He said it in a more polite way because he is religious) Then he laughed just an example from today and I checked a bit about it on the internet and found out that it is also one of the symptoms of sexual harassment and I am 14 years old My parents do nothing and I am ashamed to go to them and tell them if possible some advice I would be happy
?",Emotional Assistance,0.3831009268760681
57,"הי
אני צריכה עזרה
אני מאובחנת עם cptsd מפגיעות מיניות
ויש לי דחפים עכשיו ממש לפגוע בעצמי
אני פשוט בלופ שלא נגמר של פגיעות עצמיות
עברתי 2 ניתוחים בחודש האחרון
ואין לי כחח
מה אני עושה עכשיו?
בבית של ההורים
לא הם ישנים
כן הם יודעים אבל כבר אין להם כח
לא
אוףף
לא ממש..
לא.אבל תודה",5.0,High Risk,3,"Hi
I need help
I am diagnosed with cptsd from sexual abuse
And I have urges now to actually hurt myself
I'm just in a never-ending loop of self-harm
I had 2 surgeries in the last month
And I have no regrets
what am I doing now?
at the parents' house
no they sleep
Yes, they know, but they no longer have the power
No
Oof
Not really..
No. But thanks",not relevant,0.7602261900901794
86,"היי מקווה שזה בסדר אכתוב לכאן.. אפילו בלי לקבל תגובה
יש לי עימות מחר. העיניים שלי כבר נעצמות אחרי כדור הרגעה. 
והתמונות לא עוזבות.
אני מוצפת. אני רוצה לישון ולא רוצה. כשהעיניים נעצמות סוףסוף יש קצת שקט אבל עדיין חושבת עסוקה בדברים..
הכל כבר כל כך מעורפל ויש דברים כה חדים כאילו קרו אתמול.
קשה לי לחשוב רק עליו. אני מאוד רוצה, רוצה בכלל בקושי לחשוב ולהמשיך את החיים כרגיל.
אין ספק שהוא ערער אותי
בהכחשה שלו..
מתאים כמה אני תמימה כמה איי מאמינה בטוב שבאדם",1.0,Emotional Assistance,1,"Hi I hope it's ok I'll write here.. even without getting a response
I have a showdown tomorrow. My eyes are already closing after a sedative.
And the pictures don't leave.
I'm overwhelmed. I want to sleep and I don't want to. When the eyes finally close, there is a bit of silence, but I'm still busy thinking about things..
Everything is already so vague and there are things so sharp as if they happened yesterday.
It's hard for me to think only of him. I really want, want to barely think at all and continue life as usual.
There is no doubt that he undermined me
In his denial..
It fits how naive I am and how much I believe in the goodness of man",Emotional Assistance,0.503661036491394
116,"היי
תעזרי לי בבקשה ממך
אני מרגישה שאני לאט לאט מאבדת את עצמי
אני חייבת להיפגש עם מישהי
לא משנה
תודה
אני לא יודעת מה קורה לי מה קורה לגוף שלי
מה זאת אומרת ?
הבנתי
לא
הראש שלי כל היום במחשבות
כןןן אין רגע של שקט
משהו בסיגנון
לא
עדיף שלא תידעי
הגוף שלי מנותק
כן
לא אכפת לי כבר
יותר מטריף אותי שהראש לא נח דקה
ממש ככה
לא מעניין אותי כבר מכלום
רק שיעזוב אותי המחשבות האלה
לא
כן
אני מאוד מבולבלת 
מאוד טרודה 
מאוד קשה לי
מאוד רע לי
ממש ככה
אין לי אויר בכלל
כרגע אני נושמת עד כמה זה ימשיך אני לא יודעת
יש לי נשימות מאוד כבדות
ממש
טוב",6.0,High Risk,3,"Hey
help me please
I feel like I'm slowly losing myself
I have to meet someone
Does not matter
Thanks
I don't know what's happening to me, what's happening to my body
What do you mean ?
I realised
No
My head is full of thoughts all day
Yes, there is not a moment of silence
Something in style
No
It's better you don't know
My body is disconnected
Yes
I don't care anymore
I'm more maddened that my head hasn't rested for a minute
Just like that
I'm not interested in anything anymore
Just let these thoughts leave me
No
Yes
I am very confused
very busy
It's very difficult for me
I feel very bad
Just like that
I have no air at all
Right now I'm breathing, I don't know how long it will last
I have very heavy breathing
really
Good",Emotional Assistance,0.532677173614502
6,"היי אני מאיזו הקריות
כן בדחיפות",0.0,not relevant,0,"Hi, I'm from which country
Yes urgently",not relevant,0.7757930159568787
162,"תודה!
אז פונה שוב למי שכאן... 
נעים מאוד, הייתי איתכן בקשר קצר לפני כמה חודשים והנה אני שוב. 
חושבת על הגשת תלונה במשטרה על פגיעה מינית, ואשמח להיפגש להבין יותר את התהליך..תודה
מתקדמת אליה.. עוד לא משוכנעת שזה הדבר הכי נכון אבל בגדול, כן
אשמח ממש לשמוע
כי מה הצדדים שיכולים להיות לא נכונים בעצם?.. מה החשש
ברוך ה מוקפת ממש. 
לאיזה דברים אני צריכה להיות מוכנה? 
חקירות קשות? חוסר אמון?..
אשמח
כמה זמן לוקח בשרך כלל ההליך? ובאיזה שלב אני יוצאת מהתמונה? או שאני ממשיכה להגיע ולהיות מעורבת גם אחרי העדות...
האם אני צריכה ליווי של עורך דין?..
העימות תמיד מתקיים? הבנתי שהרבה פעמים לא מגיעים לזה..
אני תוהה מה המוטיבציה שאמורה להניע אותי להגיש תלונה... לא מחפשת נקמה, זה לא הסיפור. אבל כן רוצה הכרה, תוקף, רוצה שגם הוא וגם העולם ידעו שנעשתה כאן עבירה ופגיעה קשה
ולכן אולי פנייה למשטרה מיותרת... למה בעצם?
אבל כידוע יכול מאוד להיות שזה יהיה הליך מתיש וקשה ויסתיים בלי כלום..
תודה רבה רבה",2.0,Information,2,"Thanks!
So turning again to those here...
Very nice, I was in contact with you a few months ago and here I am again.
I'm thinking about filing a complaint with the police about sexual assault, and I'd love to meet to understand more about the process.. Thank you
I'm moving towards her.. I'm still not convinced that this is the right thing to do, but by and large, yes
I would really love to hear
Because what are the sides that could actually be incorrect?.. What is the concern?
Baruch is really surrounded.
What things should I be prepared for?
Difficult investigations? distrust?..
I'd be happy
How long does the whole procedure take? And at what point do I leave the picture? Or do I continue to come and be involved even after the testimony...
Do I need a lawyer?
Does the confrontation always take place? I realized that many times we don't get to that..
I wonder What is the motivation that should drive me to file a complaint... not looking for revenge, that's not the story. But he does want recognition, an attacker, wants both him and the world to know that a serious offense and injury was committed here
And therefore perhaps contacting the police is unnecessary... why actually?
But as we know, it could very well be an exhausting and difficult procedure and end up with nothing.
Thank you very much",Emotional Assistance,0.45724746584892273
7,"בסדר
בסדר
אבל סיפרתי לסייעת הקודמת
בסדר",0.0,not relevant,0,"OK
OK
But I told the previous assistant
OK",not relevant,0.7553831338882446
4,מזה המרכז הזה בעצם?,0.0,not relevant,0,What is this center actually from?,not relevant,0.6131603717803955
85,"היי
איך זה מתנהל?

איך מתנהלת השיחה?
באיזה שלב מערבים גורמים חיצונים
כן,
כי אני רוצה לשתף בליי שידברו עם ההורים או משטרה וכו
אני 15 וההורים יודעים ככה שסבבה פשוט זה ממשפחה ואין הרבה מה לעשות
את שואלת לפני שאת מעבירה?
לא שאולת,כאילו אומרת....
עברתי
תאמת שכן ,חשבתי שלא שעד שהבנתי שכל דבר הכי קטן שקורה לי כני מפילה על זה וזה לורח מלא מלא מקום בחיים שלי
נכון,
אבל אני צריכה להשלים אם זה ?
זה לגיטימי בכלל להשלים עם דבר כזה ?",1.0,Emotional Assistance,1,"Hey
how is it going

How is the conversation going?
At what stage are external factors involved?
Yes,
Because I want to share that they will talk to the parents or the police, etc
I'm 15 and the parents know that it's okay, it's just from the family and there's not much to do
Do you ask before you transfer?
Not asking, as if saying...
I passed
Yes, yes, I thought not, until I realized that every little thing that happens to me actually brings it down and it takes up a lot of space in my life.
Right,
But I need to complete if this?
Is it even legitimate to put up with something like this?",not relevant,0.45991334319114685
